CancerSite,DataType,StatisticType,Rate,ModeledRate,Year,RaceEthnicity,Sex,AgeRange,YearRange,
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.1066,1.1551,2007,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.1103,1.1592,2008,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.3588,1.1633,2009,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.1509,1.1674,2010,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.1613,1.1716,2011,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.2966,1.1758,2012,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,7.3116,7.5147,1975,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,7.5111,7.6137,1976,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.2573,7.714,1977,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,7.1934,7.8156,1978,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.0294,7.9185,1979,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.2008,8.0228,1980,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.4464,8.1285,1981,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.5783,8.2356,1982,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.1959,8.3441,1983,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,7.6336,8.454,1984,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.0659,8.5653,1985,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.604,8.6781,1986,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.7165,8.7924,1987,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.5797,8.9083,1988,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.236,9.0256,1989,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.7496,9.0054,1990,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.2867,8.9852,1991,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.4709,8.965,1992,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.8633,8.945,1993,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.5614,8.9249,1994,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.6023,8.9049,1995,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.9786,8.8849,1996,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.8716,8.865,1997,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.4173,8.8452,1998,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.222,8.8253,1999,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,9.0879,8.8056,2000,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.6674,8.7858,2001,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.9406,8.7661,2002,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.3362,8.7465,2003,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.8888,8.7269,2004,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.7077,8.7073,2005,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.7177,8.6878,2006,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.7203,8.6683,2007,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.8562,8.6489,2008,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.9089,8.6295,2009,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.2613,8.6102,2010,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.5806,8.5909,2011,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,8.4233,8.5716,2012,White (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,525.5122,532.9473,1975,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,552.9453,547.9984,1976,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,577.5786,563.4745,1977,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,570.7365,579.3876,1978,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,589.8461,595.7502,1979,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,615.0964,612.5748,1980,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,634.2918,629.8746,1981,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,622.1097,633.9085,1982,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,646.2728,637.9682,1983,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,643.8708,642.0538,1984,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,643.5117,646.1657,1985,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,643.5261,650.3039,1986,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,666.3066,654.4686,1987,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,657.7011,658.6599,1988,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,661.1433,662.8781,1989,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,699.847,707.668,1990,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,765.0348,755.4843,1991,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,809.596,806.5315,1992,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,819.1271,793.8989,1993,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,784.2183,781.4641,1994,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,750.7209,769.2241,1995,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,728.3884,757.1758,1996,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,742.2049,745.3162,1997,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,727.0593,733.6424,1998,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,725.3398,722.1514,1999,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,714.7813,710.8404,2000,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,700.7356,699.7066,2001,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,699.3408,688.7471,2002,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,681.8085,677.9593,2003,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,685.4415,667.3405,2004,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,644.6307,656.888,2005,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,645.8361,659.245,2006,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,667.7532,661.6105,2007,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,663.0979,663.9844,2008,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,637.7931,636.9138,2009,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,611.4322,610.9469,2010,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,586.3244,586.0387,2011,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
All Sites,"SEER Incidence per 100,000",Age-Adjusted Rates,561.5201,562.1459,2012,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,134.6287,140.0171,1975,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,132.6584,141.7944,1976,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,150.6164,143.5942,1977,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,145.5074,145.417,1978,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,145.9258,147.2628,1979,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,157.448,149.1321,1980,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,157.0925,151.0251,1981,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,154.7984,152.9421,1982,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,162.1773,154.8835,1983,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,142.6051,156.8495,1984,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,158.7288,158.8404,1985,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,156.1989,160.8567,1986,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,161.6923,159.4849,1987,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,153.8465,158.1249,1988,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,154.0374,156.7764,1989,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,156.5113,155.4395,1990,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,154.0487,154.114,1991,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,153.5226,152.7997,1992,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,155.9669,151.4967,1993,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,153.851,150.2048,1994,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,142.2244,148.9239,1995,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,144.8332,147.6539,1996,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,149.9889,146.3947,1997,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,143.4628,145.1463,1998,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,141.6168,143.9086,1999,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,142.1504,142.6814,2000,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,144.1177,141.4646,2001,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,138.4175,140.2583,2002,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,142.4538,139.0622,2003,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,146.0554,137.8763,2004,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,133.7278,136.7005,2005,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,134.5234,135.5348,2006,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,136.9945,134.379,2007,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,138.9326,133.233,2008,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,133.7319,132.0969,2009,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,129.3259,130.9704,2010,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,123.579,129.8535,2011,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Digestive system,"SEER Incidence per 100,000",Age-Adjusted Rates,125.9301,128.7462,2012,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,20.0659,19.9491,1975,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,16.6668,20.1998,1976,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,20.8871,20.4537,1977,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,24.4126,20.7107,1978,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,23.0436,20.971,1979,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,18.7867,21.2346,1980,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,21.2828,21.5015,1981,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,22.7154,21.7717,1982,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,22.2219,22.0453,1983,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,19.8522,22.3223,1984,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,22.2199,22.6029,1985,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
Esophagus,"SEER Incidence per 100,000",Age-Adjusted Rates,24.0186,22.8869,1986,Black (includes Hispanic),Male,All Ages,1975-2012 (SEER 9),
